Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Jane,2021-07-19 18:09:53,00:00:08,Autoplayed: user action: None; ,Team Foxcatcher (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-07-19 18:09:40,00:00:05,Autoplayed: user action: None; ,Trial 4: Limited Series: Clip: High Context,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,00:00:05,GB (United Kingdom)
Jane,2021-07-19 18:08:29,00:00:19,Autoplayed: user action: None; ,Season 1 Trailer: Elize Matsunaga: Once Upon A Crime,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:19,Not latest view,GB (United Kingdom)
Jane,2021-07-16 21:57:21,00:08:36,Autoplayed: user action: User_Interaction; ,Once Upon a Time in Hollywood,,Samsung 2016 Jazz-L UHD TV Smart TV,00:55:19,00:55:19,GB (United Kingdom)
Jane,2021-07-16 21:55:51,00:01:26,Autoplayed: user action: None; ,Once Upon a Time in Hollywood_hook_02_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:26,00:01:26,GB (United Kingdom)
Jane,2021-07-16 21:19:03,00:30:51,Autoplayed: user action: User_Interaction; ,The Serpent: Limited Series: Episode 3,,Samsung 2016 Jazz-L UHD TV Smart TV,00:31:09,Not latest view,GB (United Kingdom)
Jane,2021-07-16 20:18:10,00:57:43,Autoplayed: user action: User_Interaction; ,The Serpent: Limited Series: Episode 2,,Samsung 2016 Jazz-L UHD TV Smart TV,00:57:43,00:57:43,GB (United Kingdom)
Jane,2021-07-15 21:35:19,00:00:03,,The Serpent: Limited Series: Episode 2,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:21,Not latest view,GB (United Kingdom)
Jane,2021-07-15 20:18:49,00:58:06,,The Serpent: Limited Series: Episode 1,,Samsung 2016 Jazz-L UHD TV Smart TV,00:58:06,00:58:06,GB (United Kingdom)
Jane,2021-07-15 20:18:39,00:00:08,Autoplayed: user action: None; ,Season 1 Trailer: The Serpent,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-07-15 20:18:24,00:00:06,Autoplayed: user action: None; ,Clip 2: Virgin River: Season 3,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-07-13 16:09:59,00:00:05,,Elize Matsunaga: Once Upon a Crime: Season 1: Marital Status: Widow (Episode 1),,Google Sabrina ATV Set Top Box,00:00:05,00:00:05,GB (United Kingdom)
Jane,2021-07-13 16:09:46,00:00:01,Autoplayed: user action: None; ,Sophie: A Murder in West Cork: Limited Series: The World Turned Upside Down (Episode 1),,Google Sabrina ATV Set Top Box,00:00:01,00:00:01,GB (United Kingdom)
Jane,2021-07-08 20:13:58,01:02:28,,Sophie: A Murder in West Cork: Limited Series: Justice (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,01:02:32,01:02:32,GB (United Kingdom)
Jane,2021-07-08 20:03:43,00:07:32,Autoplayed: user action: User_Interaction; ,Sophie: A Murder in West Cork: Limited Series: The Suspect (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:48:59,00:48:59,GB (United Kingdom)
Jane,2021-07-05 20:30:16,00:49:39,Autoplayed: user action: User_Interaction; ,Sophie: A Murder in West Cork: Limited Series: The Suspect (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:46:53,Not latest view,GB (United Kingdom)
Jane,2021-07-05 19:42:10,00:47:55,Autoplayed: user action: User_Interaction; ,Sophie: A Murder in West Cork: Limited Series: The World Turned Upside Down (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:47:24,Not latest view,GB (United Kingdom)
Jane,2021-07-05 18:58:47,00:00:06,Autoplayed: user action: None; ,Sophie: A Murder in West Cork: Limited Series: The World Turned Upside Down (Episode 1),,Google Sabrina ATV Set Top Box,00:00:06,Not latest view,GB (United Kingdom)
Jane,2021-07-05 18:58:30,00:00:12,Autoplayed: user action: None; ,Trailer: Sophie: A Murder in West Cork,TRAILER,Google Sabrina ATV Set Top Box,00:00:12,00:00:12,GB (United Kingdom)
Jane,2021-06-21 19:53:33,00:00:11,Autoplayed: user action: None; ,The World's Most Amazing Vacation Rentals S1 - Clip 4 (Cold Open),HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:11,00:00:11,GB (United Kingdom)
Jane,2021-06-21 19:53:06,00:00:08,Autoplayed: user action: None; ,StartUp: Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-06-17 18:05:52,01:25:31,Autoplayed: user action: User_Interaction; ,Assassin's Creed,,Samsung 2016 Jazz-L UHD TV Smart TV,01:40:58,Not latest view,GB (United Kingdom)
Jane,2021-06-08 19:45:01,00:16:17,Autoplayed: user action: User_Interaction; ,Assassin's Creed,,Samsung 2016 Jazz-L UHD TV Smart TV,00:16:17,Not latest view,GB (United Kingdom)
Jane,2021-06-06 21:09:56,00:14:10,,Halston: Season 1: Critics (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:14:14,00:14:14,GB (United Kingdom)
Jane,2021-06-06 20:23:50,00:44:59,Autoplayed: user action: User_Interaction; ,Halston: Season 1: The Party's Over (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:45:03,00:45:03,GB (United Kingdom)
Jane,2021-06-06 20:10:27,00:13:08,Autoplayed: user action: User_Interaction; ,Halston: Season 1: The Sweet Smell of Success (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:40:42,00:40:42,GB (United Kingdom)
Jane,2021-06-06 20:10:18,00:00:05,Autoplayed: user action: None; ,Virgin River: Season 1 TextInTrailer_Evidence,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,00:00:05,GB (United Kingdom)
Jane,2021-06-06 20:10:06,00:00:07,Autoplayed: user action: None; ,Dream/Killer_hook_02_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,Not latest view,GB (United Kingdom)
Jane,2021-06-05 22:34:02,00:00:14,Autoplayed: user action: None; ,Prince Charles: Inside the Duchy of Cornwall: Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:14,00:00:14,GB (United Kingdom)
Jane,2021-06-05 21:08:43,01:24:58,,My Octopus Teacher,,Samsung 2016 Jazz-L UHD TV Smart TV,01:24:14,01:24:14,GB (United Kingdom)
Jane,2021-06-04 21:25:32,00:00:05,Autoplayed: user action: None; ,Assassin's Creed_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,00:00:05,GB (United Kingdom)
Jane,2021-06-04 19:36:35,01:27:02,Autoplayed: user action: User_Interaction; ,Believe Me: The Abduction of Lisa McVey,,Samsung 2016 Jazz-L UHD TV Smart TV,01:27:02,01:27:02,GB (United Kingdom)
Jane,2021-06-04 19:34:27,00:01:21,Autoplayed: user action: User_Interaction; ,My Octopus Teacher,,Samsung 2016 Jazz-L UHD TV Smart TV,00:01:21,Not latest view,GB (United Kingdom)
Jane,2021-06-04 19:18:57,00:00:06,Autoplayed: user action: None; ,Trailer: Things Heard & Seen,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-06-04 19:18:27,00:00:09,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:10,00:00:10,GB (United Kingdom)
Jane,2021-06-04 19:16:58,00:00:20,Autoplayed: user action: None; ,Believe Me: The Abduction of Lisa Mcvey_hook_05_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:21,00:00:21,GB (United Kingdom)
Jane,2021-06-02 19:04:59,01:55:00,,Highlander,,Samsung 2016 Jazz-L UHD TV Smart TV,01:53:47,01:53:47,GB (United Kingdom)
Jane,2021-06-01 21:11:01,00:16:30,,Virgin River: Season 1: Lost (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:16:34,00:16:34,GB (United Kingdom)
Jane,2021-06-01 20:24:13,00:46:42,Autoplayed: user action: User_Interaction; ,Virgin River: Season 1: Carry On (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:46:42,00:46:42,GB (United Kingdom)
Jane,2021-06-01 20:23:37,00:00:46,Autoplayed: user action: None; ,Virgin River: Season 1 TextInTrailer_Evidence,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:47,Not latest view,GB (United Kingdom)
Jane,2021-05-28 19:13:34,00:00:07,Autoplayed: user action: None; ,Fury_hook_primary_16x9,HOOK,iPhone 12 Mini,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-05-28 18:58:26,00:00:07,Autoplayed: user action: None; ,The Last of the Mohicans_hook_03_16x9,HOOK,iPhone 12 Mini,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-05-28 18:54:38,00:00:15,Autoplayed: user action: None; ,Teaser 5: Woman In the Window: Split Screen,TEASER_TRAILER,iPhone 12 Mini,00:00:16,00:00:16,GB (United Kingdom)
Jane,2021-05-28 18:47:42,00:00:10,Autoplayed: user action: None; ,Rocketman_hook_03_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:11,00:00:11,GB (United Kingdom)
Jane,2021-05-28 18:45:59,00:00:56,Autoplayed: user action: None; ,Trailer: Army of the Dead,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:57,00:00:57,GB (United Kingdom)
Jane,2021-05-28 18:44:51,00:00:16,Autoplayed: user action: None; ,Three Identical Strangers_hook_03_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:17,Not latest view,GB (United Kingdom)
Jane,2021-05-28 18:42:39,00:01:18,Autoplayed: user action: None; ,Trailer: My Octopus Teacher,TRAILER,Apple iPhone SE Gen 2 iPhone,00:01:19,00:01:19,GB (United Kingdom)
Jane,2021-05-26 19:02:54,00:00:06,Autoplayed: user action: None; ,The Laundromat Podular: TEXTLESS / Comedy - Mystery - Drama,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:07,00:00:07,GB (United Kingdom)
Jane,2021-05-26 19:02:46,00:00:06,Autoplayed: user action: None; ,The Wolf of Wall Street_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:07,00:00:07,GB (United Kingdom)
Jane,2021-05-26 18:58:47,00:00:07,Autoplayed: user action: None; ,The Last Days_hook_02_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-05-26 18:57:05,00:00:15,Autoplayed: user action: None; ,Trailer: Army of the Dead,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:16,Not latest view,GB (United Kingdom)
Jane,2021-05-21 16:25:53,00:00:13,,7 Yards: The Chris Norton Story_hook_primary_16x9,HOOK,iPhone 12 Mini,00:00:13,00:00:13,GB (United Kingdom)
Jane,2021-05-21 16:25:50,00:00:06,,Trailer: Fatherhood,TRAILER,iPhone 12 Mini,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-21 16:25:43,00:00:09,,Hating Peter Tatchell_hook_04_16x9,HOOK,iPhone 12 Mini,00:00:09,00:00:09,GB (United Kingdom)
Jane,2021-05-21 16:25:36,00:00:05,,The Last Days_hook_02_16x9,HOOK,iPhone 12 Mini,00:00:05,Not latest view,GB (United Kingdom)
Jane,2021-05-21 16:25:04,00:00:11,,Volume 1 Trailer: Jupiter's Legacy,TRAILER,iPhone 12 Mini,00:00:12,00:00:12,GB (United Kingdom)
Jane,2021-05-21 13:23:01,00:00:09,Autoplayed: user action: None; ,Teaser 5: Woman In the Window: Split Screen,TEASER_TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:09,Not latest view,GB (United Kingdom)
Jane,2021-05-21 13:22:46,00:00:08,Autoplayed: user action: None; ,Trailer: Army of the Dead,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:08,Not latest view,GB (United Kingdom)
Jane,2021-05-21 13:20:59,00:00:06,Autoplayed: user action: None; ,The Last Days_hook_05_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-18 21:05:23,00:08:17,,Murder Mountain: Season 1: Paradise Lost (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:08:21,00:08:21,GB (United Kingdom)
Jane,2021-05-18 20:22:23,00:42:55,,Murder Mountain: Season 1: The Redwood Curtain (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:55,00:42:55,GB (United Kingdom)
Jane,2021-05-18 20:21:50,00:00:30,Autoplayed: user action: None; ,Murder Mountain (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:30,00:00:30,GB (United Kingdom)
Jane,2021-05-18 20:21:19,00:00:06,Autoplayed: user action: None; ,"Money, Explained: Clip: Informative",HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-18 20:21:03,00:00:07,Autoplayed: user action: None; ,Below Deck: Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,00:00:07,GB (United Kingdom)
Jane,2021-05-15 21:25:36,00:27:31,,Halston: Season 1: The Sweet Smell of Success (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:27:35,Not latest view,GB (United Kingdom)
Jane,2021-05-15 20:39:05,00:41:43,Autoplayed: user action: User_Interaction; ,Halston: Season 1: Versailles (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:41:26,00:41:26,GB (United Kingdom)
Jane,2021-05-15 19:36:27,00:43:07,Autoplayed: user action: User_Interaction; ,Halston: Season 1: Becoming Halston (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:43:07,00:43:07,GB (United Kingdom)
Jane,2021-05-15 19:35:43,00:00:06,Autoplayed: user action: None; ,Bobby Kennedy for President: Chapters 1-4: A New Generation (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-15 19:35:17,00:00:06,Autoplayed: user action: None; ,Jarhead 2: Field of Fire,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-15 19:33:33,00:01:21,Autoplayed: user action: User_Interaction; ,Age of Tanks: Season 1: Blitzkrieg (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:06,00:02:06,GB (United Kingdom)
Jane,2021-05-15 19:33:24,00:00:01,Autoplayed: user action: None; ,Saving Private Ryan,,Samsung 2016 Jazz-L UHD TV Smart TV,00:24:59,Not latest view,GB (United Kingdom)
Jane,2021-05-15 19:27:21,00:05:46,Autoplayed: user action: User_Interaction; ,Einsatzgruppen: The Nazi Death Squads: Season 1: 1. The Graves (June-August 1941) (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:05:46,00:05:46,GB (United Kingdom)
Jane,2021-05-15 19:27:05,00:00:07,Autoplayed: user action: None; ,Easy Rider,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,00:00:07,GB (United Kingdom)
Jane,2021-05-15 19:26:43,00:00:10,Autoplayed: user action: None; ,Danger Close: The Battle of Long Tan,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:10,Not latest view,GB (United Kingdom)
Jane,2021-05-15 19:25:07,00:00:26,Autoplayed: user action: None; ,StartUp: Season 1_hook_02_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:26,00:00:26,GB (United Kingdom)
Jane,2021-05-15 19:24:45,00:00:14,Autoplayed: user action: None; ,BrightBurn_hook_01_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:14,00:00:14,GB (United Kingdom)
Jane,2021-05-15 19:24:00,00:00:40,Autoplayed: user action: None; ,Volume 1 Trailer: Jupiter's Legacy,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:40,Not latest view,GB (United Kingdom)
Jane,2021-05-15 19:23:13,00:00:43,Autoplayed: user action: None; ,"Money, Explained: Clip: Informative",HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:43,Not latest view,GB (United Kingdom)
Jane,2021-05-15 19:19:19,00:00:18,Autoplayed: user action: None; ,Season 1 Trailer: Halston,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:18,00:00:18,GB (United Kingdom)
Jane,2021-05-15 06:46:39,00:06:49,,Beat Bugs: Season 3: A Day in the Life (Episode 1),,Apple iPhone SE Gen 2 iPhone,00:06:49,00:06:49,GB (United Kingdom)
Jane,2021-05-15 06:46:31,00:00:06,Autoplayed: user action: None; ,Beat Bugs: Season 3 (Trailer),TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:07,00:00:07,GB (United Kingdom)
Jane,2021-05-15 06:45:58,00:00:13,Autoplayed: user action: None; ,Season 1 Trailer: Halston,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:13,Not latest view,GB (United Kingdom)
Jane,2021-05-09 20:51:55,00:18:02,Autoplayed: user action: None; ,The Sons of Sam: A Descent into Darkness: Limited Series: Catch .44 (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:18:56,00:18:56,GB (United Kingdom)
Jane,2021-05-09 19:45:25,00:56:07,,The Sons of Sam: A Descent into Darkness: Limited Series: Hello from the Gutters (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:56:07,00:56:07,GB (United Kingdom)
Jane,2021-05-09 19:45:13,00:00:06,Autoplayed: user action: None; ,The Sons of Sam: A Descent into Darkness: Alt Trailer 2: Maury's Descent into Darkness,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-07 19:08:44,00:00:29,Autoplayed: user action: None; ,A Call to Spy_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:29,Not latest view,GB (United Kingdom)
Jane,2021-05-07 19:08:11,00:00:08,Autoplayed: user action: None; ,Below Deck: Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:08,Not latest view,GB (United Kingdom)
Jane,2021-05-07 19:07:55,00:00:11,Autoplayed: user action: None; ,The Sons of Sam: A Descent into Darkness: Alt Trailer 2: Maury's Descent into Darkness,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:11,Not latest view,GB (United Kingdom)
Jane,2021-05-02 11:20:13,00:00:04,Autoplayed: user action: None; ,Ben & Holly's Little Kingdom: Season 1: The Ant Hill / Redbeard the Elf Pirate (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:40,00:00:40,GB (United Kingdom)
Jane,2021-05-02 10:59:39,00:20:30,,Ben & Holly's Little Kingdom: Season 1: The Elf Windmill / The Elf Band (Episode 14),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:06,00:21:06,GB (United Kingdom)
Jane,2021-05-02 10:39:03,00:20:32,,Ben & Holly's Little Kingdom: Season 1: Queen Holly / The Tooth Fairy (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:08,00:21:08,GB (United Kingdom)
Jane,2021-05-02 10:17:51,00:21:06,Autoplayed: user action: User_Interaction; ,Ben & Holly's Little Kingdom: Season 1: Books / Betty Caterpillar (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:06,00:21:06,GB (United Kingdom)
Jane,2021-05-01 17:41:39,00:00:06,Autoplayed: user action: None; ,Annihilation_hook_primary_16x9,HOOK,iPhone 12 Mini,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-01 17:41:26,00:00:11,Autoplayed: user action: None; ,Extinction (Trailer),TRAILER,iPhone 12 Mini,00:00:12,00:00:12,GB (United Kingdom)
Jane,2021-05-01 17:41:14,00:00:06,Autoplayed: user action: None; ,Another Life: Season 1 TextInTrailer_Evidence,TRAILER,iPhone 12 Mini,00:00:06,00:00:06,GB (United Kingdom)
Jane,2021-05-01 17:38:29,00:00:12,Autoplayed: user action: None; ,Trailer: Stowaway,TRAILER,iPhone 12 Mini,00:00:13,00:00:13,GB (United Kingdom)
Jane,2021-05-01 17:38:05,00:00:15,Autoplayed: user action: None; ,Trailer: Run,TRAILER,iPhone 12 Mini,00:00:15,Not latest view,GB (United Kingdom)
Jane,2021-05-01 17:37:40,00:00:04,Autoplayed: user action: None; ,Rotten: Season 2 (Trailer),TRAILER,iPhone 12 Mini,00:00:05,00:00:05,GB (United Kingdom)
Jane,2021-04-25 19:45:27,00:00:04,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_INCITINGINCIDENT,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:04,00:00:04,GB (United Kingdom)
Jane,2021-04-25 19:44:57,00:00:24,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_INCITINGINCIDENT,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:24,Not latest view,GB (United Kingdom)
Jane,2021-04-25 19:41:34,00:00:09,Autoplayed: user action: None; ,Follow This: Part 3 (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:09,00:00:09,GB (United Kingdom)
Jane,2021-04-25 19:41:22,00:00:07,Autoplayed: user action: None; ,Clip 4: Jeffrey Epstein: Filthy Rich,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,00:00:07,GB (United Kingdom)
Jane,2021-04-25 19:41:06,00:00:08,Autoplayed: user action: None; ,Narcoworld: Dope Stories (Hook Clip Packaging),HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:08,00:00:08,GB (United Kingdom)
Jane,2021-04-25 19:40:13,00:00:01,,Dope: Season 3: The Devil's Oldest Trick (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,00:00:01,GB (United Kingdom)
Jane,2021-04-25 19:40:00,00:00:11,Autoplayed: user action: None; ,Dope: Season 2_hook_09_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:11,00:00:11,GB (United Kingdom)
Jane,2021-04-25 19:39:49,00:00:07,Autoplayed: user action: None; ,Dope: Season 2_hook_09_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,Not latest view,GB (United Kingdom)
Jane,2021-04-25 19:05:03,00:33:40,Autoplayed: user action: User_Interaction; ,Screwball,,Samsung 2016 Jazz-L UHD TV Smart TV,00:33:40,Not latest view,GB (United Kingdom)
Jane,2021-04-25 19:04:41,00:00:10,Autoplayed: user action: None; ,The Bold Type: Season 1_hook_04_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:10,00:00:10,GB (United Kingdom)
Jane,2021-04-25 19:03:58,00:00:22,Autoplayed: user action: None; ,1922_CLIP_GENRE,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:22,00:00:22,GB (United Kingdom)
Jane,2021-04-25 19:03:18,00:00:27,Autoplayed: user action: None; ,Screwball_hook_03_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:27,00:00:27,GB (United Kingdom)
Jane,2021-04-25 19:03:03,00:00:10,Autoplayed: user action: None; ,Evil Genius: the True Story of America's Most Diabolical Bank Heist (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:10,Not latest view,GB (United Kingdom)
Jane,2021-04-25 19:02:21,00:00:22,Autoplayed: user action: None; ,Murder Mountain (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:22,Not latest view,GB (United Kingdom)
Jane,2021-04-25 19:02:13,00:00:04,Autoplayed: user action: None; ,The Family (Trailer #5),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Jane,2021-04-25 19:01:34,00:00:16,Autoplayed: user action: None; ,Spain: Nati & Augusto,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:16,00:00:16,GB (United Kingdom)
Jane,2021-04-25 19:00:50,00:00:29,Autoplayed: user action: None; ,Trailer: Why Did You Kill Me?,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:29,00:00:29,GB (United Kingdom)
Jane,2021-04-25 19:00:27,00:00:04,Autoplayed: user action: None; ,LOVEANDMONSTERS_CLIP_PLOT,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Jane,2021-04-25 19:00:04,00:00:04,Autoplayed: user action: None; ,Armed to the Teeth_hook_05_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Jane,2021-04-25 18:59:50,00:00:04,Autoplayed: user action: None; ,Trailer: A Perfect Crime,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Jane,2021-04-25 18:59:00,00:00:16,Autoplayed: user action: None; ,Roll Red Roll_hook_05_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:16,00:00:16,GB (United Kingdom)
Jane,2021-04-25 18:58:37,00:00:12,Autoplayed: user action: None; ,Dirty Money: Season 1_hook_primary_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:12,00:00:12,GB (United Kingdom)
Jane,2021-04-20 20:21:54,00:46:47,Autoplayed: user action: User_Interaction; ,How to Fix a Drug Scandal: Limited Series: Episode 2,,Samsung 2016 Jazz-L UHD TV Smart TV,00:46:47,00:46:47,GB (United Kingdom)
Jane,2021-04-20 20:21:39,00:00:04,Autoplayed: user action: None; ,Rotten: Season 1_hook_07_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Jane,2021-04-18 21:15:25,00:00:01,Autoplayed: user action: None; ,How to Fix a Drug Scandal: Limited Series: Episode 2,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,Not latest view,GB (United Kingdom)
Jane,2021-04-18 20:22:09,00:50:42,,How to Fix a Drug Scandal: Limited Series: Episode 1,,Samsung 2016 Jazz-L UHD TV Smart TV,00:50:42,00:50:42,GB (United Kingdom)
Jane,2021-04-18 20:21:38,00:00:28,Autoplayed: user action: None; ,Limited Series Trailer: How To Fix A Drug Scandal,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:28,00:00:28,GB (United Kingdom)
Jane,2021-04-18 20:21:11,00:00:24,Autoplayed: user action: None; ,Rotten: Season 1_hook_07_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:24,Not latest view,GB (United Kingdom)
Jane,2021-04-18 20:08:49,00:11:59,,"Crack: Cocaine, Corruption & Conspiracy",,Samsung 2016 Jazz-L UHD TV Smart TV,00:11:59,00:11:59,GB (United Kingdom)
Jane,2021-04-18 20:08:41,00:00:05,Autoplayed: user action: None; ,"Trailer: Crack: Cocaine, Corruption & Conspiracy",TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,00:00:05,GB (United Kingdom)
Jane,2021-04-18 20:08:26,00:00:05,Autoplayed: user action: None; ,Limited Series Trailer: How To Fix A Drug Scandal,TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:05,Not latest view,GB (United Kingdom)
Jane,2021-04-18 20:08:18,00:00:04,Autoplayed: user action: None; ,American Assassin_hook_06_16x9,HOOK,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
